favorite_count,retweet_count,tweet_id
3695,1212,731156023742988288
5917,1891,730924654643314689
4697,2036,730573383004487680
3350,989,730427201120833536
3670,1015,730211855403241472
4657,1798,730196704625098752
3875,1073,729854734790754305
1661,362,729838605770891264
3822,1190,729823566028484608
5561,2209,729463711119904772
1806,304,729113531270991872
3024,780,728986383096946689
4486,1628,728760639972315136
2664,646,728751179681943552
3191,998,728653952833728512
4713,1908,728409960103686147
3570,919,728387165835677696
4122,1152,728046963732717569
4376,1598,728035342121635841
3967,1048,728015554473250816
2851,607,727685679342333952
5629,1668,727644517743104000
4292,1158,727524757080539137
3201,711,727314416056803329
2937,783,727286334147182592
3770,1330,727175381690781696
3487,1265,727155742655025152
6605,2326,726935089318363137
3691,1447,726887082820554753
3434,961,726828223124897792
4255,1095,726224900189511680
6817,2544,725842289046749185
4011,1311,725786712245440512
5004,1693,725729321944506368
1361,583,725458796924002305
3592,1237,724983749226668032
2250,603,724771698126512129
5086,1591,724405726123311104
4177,1699,724049859469295616
2561,532,724046343203856385
4026,1471,724004602748780546
3740,1176,723912936180330496
7359,2790,723688335806480385
2919,846,723673163800948736
5093,1781,723179728551723008
3946,1497,722974582966214656
4796,1561,722613351520608256
4438,1744,721503162398597120
2430,586,721001180231503872
2985,731,720785406564900865
2364,629,720775346191278080
3976,1435,720415127506415616
6114,2388,720389942216527872
2756,934,720340705894408192
3712,1070,720059472081784833
4738,1918,720043174954147842
4654,1665,719991154352222208
4361,1362,719704490224398336
4860,1807,719551379208073216
2689,712,719367763014393856
4278,1178,719339463458033665
3303,905,719332531645071360
3342,1030,718971898235854848
5051,1669,718939241951195136
18122,7644,718631497683582976
2345,456,718613305783398402
2347,966,718540630683709445
2589,499,718460005985447936
4664,1441,718454725339934721
1840,474,718246886998687744
3713,947,718234618122661888
2356,570,717841801130979328
2752,1047,717790033953034240
5570,1760,717537687239008257
1556,427,717428917016076293
3041,800,717421804990701568
6038,1833,717047459982213120
3114,919,717009362452090881
4126,1116,716802964044845056
7914,1511,716791146589110272
1188,411,716730379797970944
12552,5589,716447146686459905
2296,201,716439118184652801
2667,1006,716285507865542656
6520,1820,716080869887381504
3072,842,715928423106027520
3565,1364,715758151270801409
4494,1615,715733265223708672
2672,546,715704790270025728
3763,1234,715696743237730304
4128,1532,715680795826982913
5264,1495,715360349751484417
2933,656,715342466308784130
2332,617,715220193576927233
4955,1780,715200624753819648
3993,1168,715009755312439296
3578,990,714982300363173890
7062,4050,714962719905021952
3996,1349,714957620017307648
3149,948,714631576617938945
3498,880,714606013974974464
2558,1078,714485234495041536
2921,699,714258258790387713
3150,800,714251586676113411
2196,831,714214115368108032
4157,1339,714141408463036416
3164,756,713919462244790272
1824,518,713909862279876608
2737,697,713900603437621249
4671,1305,713761197720473600
4266,1244,713411074226274305
6955,2737,713177543487135744
4283,1411,713175907180089344
18321,6427,712809025985978368
11839,4741,712717840512598017
4012,1156,712668654853337088
5124,1501,712438159032893441
228,25,712309440758808576
3628,989,712097430750289920
2835,851,712092745624633345
3154,465,712085617388212225
2173,595,712065007010385924
0,123,711998809858043904
7744,2203,711968124745228288
2733,952,711743778164514816
8470,3898,711732680602345472
31573,17505,711694788429553666
3712,868,711652651650457602
3501,1084,711363825979756544
3176,709,711306686208872448
2882,586,711008018775851008
4403,1327,710997087345876993
2446,651,710844581445812225
2587,507,710833117892898816
2228,537,710658690886586372
4621,2277,710609963652087808
4365,1779,710588934686908417
2291,705,710296729921429505
2079,498,710283270106132480
4353,1201,710272297844797440
2308,1071,710269109699739648
2809,858,710153181850935296
2645,847,710140971284037632
5252,1885,710117014656950272
3370,1039,709918798883774466
641,98,709901256215666688
3381,1151,709852847387627521
3411,1149,709566166965075968
3163,1025,709556954897764353
1441,227,709519240576036864
2125,542,709449600415961088
2539,650,709409458133323776
2325,545,709225125749587968
12007,5507,709207347839836162
2361,612,709198395643068416
1940,643,709179584944730112
1957,393,709158332880297985
4557,1561,709042156699303936
1742,632,708853462201716736
2871,855,708845821941387268
1624,479,708834316713893888
15857,6599,708810915978854401
2662,780,708738143638450176
2441,686,708711088997666817
2447,647,708479650088034305
2989,783,708469915515297792
15327,9599,708400866336894977
3451,1261,708356463048204288
2265,707,708349470027751425
4142,1490,708149363256774660
3258,822,708130923141795840
2584,938,708119489313951744
1881,533,708109389455101952
4235,1841,708026248782585858
3012,1081,707995814724026368
49,2,707983188426153984
2583,919,707969809498152960
3160,918,707776935007539200
2409,586,707741517457260545
3932,2349,707738799544082433
3267,953,707693576495472641
2473,829,707629649552134146
16346,6067,707610948723478529
2175,665,707420581654872064
2219,573,707411934438625280
3360,1219,707387676719185920
3149,1038,707377100785885184
2385,609,707315916783140866
2689,748,707297311098011648
2499,649,707059547140169728
2109,755,707038192327901184
3943,1295,707021089608753152
2233,574,707014260413456384
14039,7512,706904523814649856
1971,559,706901761596989440
3185,940,706681918348251136
2474,1048,706644897839910912
2078,606,706593038911545345
3354,1372,706538006853918722
3008,986,706516534877929472
3328,889,706346369204748288
20480,7566,706310011488698368
1647,459,706291001778950144
2640,896,706265994973601792
3764,2123,706169069255446529
4966,1532,706166467411222528
1427,369,706153300320784384
2991,698,705975130514706432
3066,856,705970349788291072
2291,528,705898680587526145
1859,496,705786532653883392
3059,1101,705591895322394625
2856,877,705475953783398401
4243,1546,705442520700944385
3666,1599,705428427625635840
2891,724,705239209544720384
2496,768,705223444686888960
2065,495,705102439679201280
2113,589,705066031337840642
4119,1077,704871453724954624
2169,510,704859558691414016
4888,1455,704847917308362754
2546,939,704819833553219584
6385,2791,704761120771465216
2800,963,704499785726889984
720,75,704491224099647488
3270,1029,704480331685040129
7696,3403,704364645503647744
1520,334,704347321748819968
1456,436,704134088924532736
1788,549,704113298707505153
2818,879,704054845121142784
1778,436,703774238772166656
3152,1094,703769065844768768
2482,640,703631701117943808
3703,1461,703611486317502464
3665,1303,703425003149250560
2353,664,703407252292673536
3381,1099,703382836347330562
1843,370,703356393781329922
1913,520,703268521220972544
7117,2955,703079050210877440
25357,11911,703041949650034688
2492,690,702932127499816960
1552,433,702899151802126337
3118,1025,702684942141153280
2117,538,702671118226825216
11799,3296,702598099714314240
2781,918,702539513671897089
3062,1482,702332542343577600
3163,1007,702321140488925184
2381,737,702276748847800320
4612,1287,702217446468493312
3323,943,701981390485725185
3705,984,701952816642965504
3410,1332,701889187134500865
3298,1604,701805642395348998
2022,434,701601587219795968
2719,890,701570477911896070
2572,585,701545186879471618
11767,4875,701214700881756160
2141,543,700890391244103680
2508,600,700864154249383937
2373,481,700847567345688576
2349,899,700796979434098688
21960,8882,700747788515020802
2520,766,700518061187723268
2213,548,700505138482569216
3972,1707,700462010979500032
2547,700,700167517596164096
2170,643,700151421916807169
7246,2599,700143752053182464
2553,657,700062718104104960
2007,562,700029284593901568
3192,1283,700002074055016451
2935,912,699801817392291840
2157,491,699788877217865730
2632,1188,699779630832685056
1891,581,699775878809702401
9924,4403,699691744225525762
5738,2514,699446877801091073
2099,493,699434518667751424
1314,309,699423671849451520
2020,599,699413908797464576
1829,418,699370870310113280
3044,831,699323444782047232
2172,599,699088579889332224
2360,619,699079609774645248
2864,1142,699072405256409088
3610,1724,699060279947165696
2518,1153,699036661657767936
3223,930,698989035503689728
2588,876,698953797952008193
2447,595,698907974262222848
2385,652,698710712454139905
1399,359,698703483621523456
1255,328,698635131305795584
2241,597,698549713696649216
1786,427,698355670425473025
2188,925,698342080612007937
4608,1913,698262614669991936
16165,5720,698195409219559425
2726,710,698178924120031232
1466,324,697995514407682048
3171,1236,697990423684476929
2307,646,697943111201378304
2908,1112,697881462549430272
1686,524,697630435728322560
3039,971,697616773278015490
2905,1210,697596423848730625
1972,482,697575480820686848
1978,1066,697516214579523584
2341,641,697482927769255936
3302,1348,697463031882764288
4545,1808,697270446429966336
3183,963,697259378236399616
2963,1108,697255105972801536
2440,643,697242256848379904
3063,983,696900204696625153
2258,653,696894894812565505
4671,1720,696886256886657024
2364,685,696877980375769088
1431,347,696754882863349760
1995,891,696744641916489729
2292,621,696713835009417216
3779,1649,696518437233913856
1175,138,696490539101908992
2425,984,696488710901260288
3088,1113,696405997980676096
1865,627,696100768806522880
2906,1105,695816827381944320
3053,739,695794761660297217
1794,703,695767669421768709
4407,2007,695629776980148225
4256,1744,695446424020918272
8370,3435,695409464418041856
3496,1393,695314793360662529
2551,589,695095422348574720
2744,1054,695074328191332352
1545,565,695064344191721472
2565,765,695051054296211456
2605,879,694925794720792577
2656,896,694905863685980160
34518,13748,694669722378485760
1449,275,694356675654983680
1965,586,694352839993344000
1527,466,694342028726001664
1928,482,694329668942569472
4014,1953,694206574471057408
2840,894,694183373896572928
3283,981,694001791655137281
1810,384,693993230313091072
1689,351,693942351086120961
2594,561,693647888581312512
1307,119,693644216740769793
2457,397,693642232151285760
2357,763,693629975228977152
1477,357,693622659251335168
4861,1872,693590843962331137
1589,236,693582294167244802
1706,605,693486665285931008
3234,1192,693280720173801472
2295,778,693267061318012928
2134,476,693262851218264065
2773,712,693231807727280129
7606,3074,693155686491000832
1646,582,693109034023534592
1797,436,693095443459342336
2592,728,692919143163629568
2349,839,692905862751522816
1703,576,692901601640583168
2186,760,692894228850999298
2777,857,692828166163931137
6577,3497,692752401762250755
4210,1472,692568918515392513
3043,1301,692535307825213440
1773,395,692530551048294401
1424,214,692423280028966913
9035,3315,692417313023332352
2452,783,692187005137076224
2073,756,692158366030913536
1590,374,692142790915014657
3277,1213,692041934689402880
2785,913,692017291282812928
3823,1583,691820333922455552
7848,4060,691793053716221953
2739,949,691756958957883396
1888,487,691675652215414786
2309,537,691483041324204033
3905,1089,691459709405118465
2545,809,691444869282295808
18649,7316,691416866452082688
2488,632,691321916024623104
2869,847,691096613310316544
1667,320,691090071332753408
5691,2754,690989312272396288
3450,1196,690959652130045952
3949,1871,690938899477221376
3170,976,690932576555528194
3655,1221,690735892932222976
2101,496,690728923253055490
2244,789,690690673629138944
1253,262,690649993829576704
288,17,690607260360429569
1882,580,690597161306841088
1823,431,690400367696297985
3134,807,690374419777196032
2572,842,690360449368465409
1451,493,690348396616552449
1627,395,690248561355657216
2704,983,690021994562220032
2398,702,690015576308211712
3540,1615,690005060500217858
1364,353,689999384604450816
1408,429,689993469801164801
1328,431,689977555533848577
2367,669,689905486972461056
2933,1111,689877686181715968
2101,721,689835978131935233
3122,898,689661964914655233
10002,3682,689659372465688576
2151,620,689623661272240129
11238,5276,689599056876867584
1982,437,689557536375177216
3280,1374,689517482558820352
2177,893,689289219123089408
3149,1057,689283819090870273
1917,678,689280876073582592
1103,235,689275259254616065
2470,1041,689255633275777024
2978,952,689154315265683456
1957,483,689143371370250240
2620,826,688916208532455424
2041,734,688908934925697024
2024,749,688898160958271489
2172,656,688894073864884227
1336,351,688828561667567616
931,182,688804835492233216
2144,634,688789766343622656
2501,669,688547210804498433
2242,702,688519176466644993
8944,4283,688385280030670848
2166,793,688211956440801280
2063,562,688179443353796608
2725,742,688116655151435777
1674,347,688064179421470721
5270,2399,687841446767013888
2661,1077,687826841265172480
2397,915,687818504314159109
2304,686,687807801670897665
1697,640,687732144991551489
2354,806,687704180304273409
1876,490,687664829264453632
1835,554,687494652870668288
1550,229,687480748861947905
1919,512,687476254459715584
1993,522,687460506001633280
1829,591,687399393394311168
19440,8787,687317306314240000
4209,1824,687312378585812992
5238,2169,687127927494963200
2112,486,687124485711986689
5613,2355,687109925361856513
2267,931,687102708889812993
2157,582,687096057537363968
8333,3065,686947101016735744
3397,1331,686760001961103360
3360,1389,686749460672679938
3995,1151,686730991906516992
2726,770,686683045143953408
3566,1306,686618349602762752
1821,523,686606069955735556
1679,661,686394059078897668
3149,849,686386521809772549
2137,545,686377065986265092
2098,636,686358356425093120
3876,1605,686286779679375361
2146,699,686050296934563840
1107,112,686035780142297088
2963,1097,686034024800862208
2392,393,686007916130873345
1762,595,686003207160610816
2023,498,685973236358713344
1570,566,685943807276412928
7215,2742,685906723014619143
1967,116,685681090388975616
2270,544,685667379192414208
3108,1394,685663452032069632
2813,741,685641971164143616
31711,14919,685547936038666240
2925,1107,685532292383666176
9092,3793,685325112850124800
2551,602,685321586178670592
3171,1001,685315239903100929
2005,420,685307451701334016
2985,1147,685268753634967552
2251,641,685198997565345792
3966,1369,685169283572338688
2298,354,684969860808454144
6565,2995,684959798585110529
3089,998,684940049151070208
3364,446,684926975086034944
3372,1395,684914660081053696
1800,506,684902183876321280
2008,772,684880619965411328
33745,20747,684830982659280897
2629,956,684800227459624960
8558,3353,684594889858887680
3961,1351,684588130326986752
2900,1160,684567543613382656
2551,910,684538444857667585
3736,1124,684481074559381504
1905,537,684460069371654144
7823,3131,684241637099323392
1196,197,684225744407494656
3694,1306,684222868335505415
2075,998,684200372118904832
1836,487,684195085588783105
3369,1114,684188786104872960
1948,633,684177701129875456
2885,1460,684147889187209216
1931,450,684122891630342144
3964,1379,684097758874210310
3670,1074,683857920510050305
1874,331,683852578183077888
2521,912,683849932751646720
2532,1074,683834909291606017
2700,1014,683828599284170753
3227,1290,683773439333797890
6233,3172,683742671509258241
7070,2768,683515932363329536
3059,925,683498322573824003
2571,957,683481228088049664
2337,646,683462770029932544
3738,1542,683449695444799489
7360,2295,683391852557561860
2789,876,683357973142474752
2762,993,683142553609318400
3279,874,683111407806746624
2095,628,683098815881154561
1930,546,683078886620553216
2087,713,683030066213818368
35366,15701,682962037429899265
1715,160,682808988178739200
2392,1064,682788441537560576
1461,418,682750546109968385
1265,349,682697186228989953
2938,1032,682662431982772225
1988,565,682638830361513985
3316,1103,682429480204398592
7283,1676,682406705142087680
2158,637,682393905736888321
1604,448,682389078323662849
2949,932,682303737705140231
3982,1141,682259524040966145
3108,1096,682242692827447297
17537,9401,682088079302213632
4748,1599,682059653698686977
3071,898,682047327939461121
6330,1900,682032003584274432
3001,1449,682003177596559360
2701,988,681981167097122816
2383,779,681891461017812993
12322,3873,681694085539872773
1697,421,681679526984871937
2526,871,681654059175129088
1825,445,681610798867845120
3411,1242,681579835668455424
13738,5487,681523177663676416
1579,261,681340665377193984
8947,3905,681339448655802368
2545,707,681320187870711809
3776,1732,681302363064414209
3091,906,681297372102656000
3111,1052,681281657291280384
1406,256,681261549936340994
1431,503,681242418453299201
2324,464,681231109724700672
3556,1406,681193455364796417
2323,623,680970795137544192
4416,1915,680959110691590145
3068,993,680940246314430465
2012,415,680934982542561280
2319,591,680913438424612864
1699,352,680889648562991104
3324,1257,680836378243002368
2071,637,680805554198020098
2291,781,680801747103793152
2740,988,680798457301471234
2522,664,680609293079592961
3486,1267,680583894916304897
4076,1820,680497766108381184
1660,463,680494726643068929
2450,720,680473011644985345
1402,477,680440374763077632
1420,281,680221482581123072
2720,1109,680206703334408192
2074,478,680191257256136705
3741,1472,680176173301628928
2239,703,680161097740095489
3465,1666,680145970311643136
2208,897,680130881361686529
2616,864,680115823365742593
3455,1310,680100725817409536
12319,8579,680085611152338944
2489,819,680070545539371008
1899,620,679877062409191424
2116,640,679872969355714560
2367,590,679862121895714818
2745,1166,679854723806179328
2277,723,679844490799091713
34734,13350,679828447187857408
2992,1045,679777920601223168
2005,752,679736210798047232
2078,789,679729593985699840
1599,449,679722016581222400
4573,1979,679530280114372609
2531,687,679527802031484928
3233,1201,679511351870550016
3038,1398,679503373272485890
2008,611,679475951516934144
30187,17846,679462823135686656
2272,1142,679405845277462528
20380,7640,679158373988876288
2675,972,679148763231985668
2854,1102,679132435750195208
5704,2456,679111216690831360
16220,7648,679062614270468097
2151,627,679047485189439488
2721,1164,679001094530465792
2180,1096,678991772295516161
1562,433,678969228704284672
2462,855,678800283649069056
3311,1096,678798276842360832
2688,858,678774928607469569
3371,1291,678767140346941444
1554,443,678764513869611008
6770,3100,678755239630127104
3584,1573,678740035362037760
5345,2304,678708137298427904
2730,1388,678675843183484930
1962,383,678643457146150913
3823,1452,678446151570427904
5221,2413,678424312106393600
4007,1706,678410210315247616
76554,30142,678399652199309312
1523,396,678396796259975168
1775,401,678389028614488064
2317,852,678380236862578688
1648,506,678341075375947776
1238,236,678334497360859136
10912,5778,678278586130948096
1516,348,678255464182861824
1819,356,678023323247357953
12962,5968,678021115718029313
3260,1598,677961670166224897
1277,385,677918531514703872
4590,1957,677895101218201600
2900,924,677716515794329600
3228,1365,677700003327029250
1173,304,677698403548192770
2380,798,677687604918272002
3168,1419,677673981332312066
1852,894,677662372920729601
1772,763,677644091929329666
2038,658,677573743309385728
1239,434,677565715327688705
2333,1091,677557565589463040
6599,3475,677547928504967168
1018,217,677530072887205888
2891,1653,677335745548390400
1280,269,677334615166730240
1038,222,677331501395156992
3484,1424,677328882937298944
1572,504,677314812125323265
1169,382,677301033169788928
1877,669,677269281705472000
3377,1550,677228873407442944
2591,859,677187300187611136
2636,1010,676975532580409345
2129,769,676957860086095872
1246,372,676949632774234114
2052,812,676948236477857792
1647,344,676946864479084545
1967,703,676942428000112642
12107,4672,676936541936185344
2821,1711,676916996760600576
2133,686,676897532954456065
1983,662,676864501615042560
21708,14602,676821958043033607
1730,625,676819651066732545
1359,405,676811746707918848
4746,1909,676776431406465024
2730,899,676617503762681856
1032,188,676613908052996102
1806,409,676606785097199616
1103,360,676603393314578432
4335,2018,676593408224403456
873,115,676590572941893632
2192,736,676588346097852417
1128,256,676582956622721024
2439,1052,676575501977128964
1782,519,676533798876651520
1447,501,676496375194980353
11037,4406,676470639084101634
1636,620,676440007570247681
1329,319,676430933382295552
1982,507,676263575653122048
1145,265,676237365392908289
72549,29186,676219687039057920
1642,540,676215927814406144
2148,972,676191832485810177
1819,626,676146341966438401
2048,1095,676121918416756736
2680,1100,676101918813499392
2828,1319,676098748976615425
1240,411,676089483918516224
1528,531,675898130735476737
2009,804,675891555769696257
2246,889,675888385639251968
3949,1313,675878199931371520
1547,529,675870721063669760
2547,1200,675853064436391936
900,133,675849018447167488
2144,819,675845657354215424
1438,505,675822767435051008
989,224,675820929667219457
9693,3210,675798442703122432
1533,438,675781562965868544
1109,318,675740360753160193
1775,764,675710890956750848
1872,640,675707330206547968
614,87,675706639471788032
1741,382,675534494439489536
1119,358,675531475945709568
979,266,675522403582218240
1222,437,675517828909424640
16206,5484,675501075957489664
2959,1207,675497103322386432
1214,556,675489971617296384
1737,907,675483430902214656
1430,534,675432746517426176
1595,488,675372240448454658
998,211,675362609739206656
30643,15645,675354435921575936
3705,2120,675349384339542016
2605,1203,675334060156301312
3333,1470,675166823650848770
5871,2397,675153376133427200
3508,1582,675149409102012420
885,216,675147105808306176
1111,272,675146535592706048
2014,834,675145476954566656
1222,440,675135153782571009
1828,732,675113801096802304
901,232,675111688094527488
2633,1050,675109292475830276
990,297,675047298674663426
2533,1101,675015141583413248
918,209,675006312288268288
1466,429,675003128568291329
2107,1025,674999807681908736
805,333,674805413498527744
2828,794,674800520222154752
2349,1010,674793399141146624
1036,231,674790488185167872
760,194,674788554665512960
1886,1108,674781762103414784
1035,436,674774481756377088
1704,727,674767892831932416
744,217,674764817387900928
1280,405,674754018082705410
1368,426,674752233200820224
1308,504,674743008475090944
451,48,674742531037511680
1029,357,674739953134403584
606,81,674737130913071104
1073,439,674690135443775488
1512,603,674670581682434048
858,224,674664755118911488
1352,451,674646392044941312
973,254,674644256330530816
1583,543,674638615994089473
1409,534,674632714662858753
879,93,674606911342424069
5855,1885,674468880899788800
998,333,674447403907457024
1038,361,674436901579923456
1344,498,674422304705744896
649,126,674416750885273600
1135,425,674410619106390016
1412,525,674394782723014656
799,294,674372068062928900
534,71,674330906434379776
1323,479,674318007229923329
10647,6421,674307341513269249
13750,5424,674291837063053312
1458,678,674271431610523648
857,213,674269164442398721
1525,780,674265582246694913
1235,419,674262580978937856
1369,500,674255168825880576
717,151,674082852460433408
933,261,674075285688614912
5966,2018,674063288070742018
3092,1196,674053186244734976
1361,457,674051556661161984
1321,595,674045139690631169
676,117,674042553264685056
1033,394,674038233588723717
804,190,674036086168010753
1664,1137,674024893172875264
1064,284,674019345211760640
1464,592,674014384960745472
1127,328,674008982932058114
1830,884,673956914389192708
1102,343,673919437611909120
2970,1522,673906403526995968
880,236,673887867907739649
2899,699,673716320723169284
3299,1906,673715861853720576
976,277,673711475735838725
787,246,673709992831262724
1000,264,673708611235921920
1034,360,673707060090052608
1180,380,673705679337693185
1342,528,673700254269775872
3689,1800,673697980713705472
1629,598,673689733134946305
1181,457,673688752737402881
1342,401,673686845050527744
1279,433,673680198160809984
1178,343,673662677122719744
677,217,673656262056419329
1027,335,673636718965334016
1501,668,673612854080196609
1118,333,673583129559498752
777,254,673580926094458881
1292,519,673576835670777856
967,282,673363615379013632
1352,619,673359818736984064
1409,530,673355879178194945
1562,498,673352124999274496
711,195,673350198937153538
2342,1167,673345638550134785
908,247,673343217010679808
1189,527,673342308415348736
12530,7233,673320132811366400
824,229,673317986296586240
7021,2917,673295268553605120
1003,335,673270968295534593
1331,655,673240798075449344
2080,772,673213039743795200
1584,578,673148804208660480
1846,659,672997845381865473
882,268,672995267319328768
914,267,672988786805112832
1180,506,672984142909456390
1702,934,672980819271634944
1562,830,672975131468300288
882,329,672970152493887488
1240,498,672968025906282496
1324,590,672964561327235073
1283,458,672902681409806336
845,390,672898206762672129
1434,776,672884426393653248
962,325,672877615439593473
1221,529,672834301050937345
1164,450,672828477930868736
916,290,672640509974827008
1205,444,672622327801233409
1142,534,672614745925664768
1029,357,672609152938721280
1029,365,672604026190569472
1241,567,672594978741354496
889,306,672591762242805761
673,174,672591271085670400
951,336,672538107540070400
586,151,672523490734551040
1038,399,672488522314567680
1049,549,672482722825261057
672,120,672481316919734272
1354,648,672475084225949696
1260,485,672466075045466113
5998,3096,672272411274932228
1381,566,672267570918129665
1057,308,672264251789176834
2627,1409,672256522047614977
1337,685,672254177670729728
1612,554,672248013293752320
631,143,672245253877968896
838,298,672239279297454080
1702,929,672231046314901505
732,193,672222792075620352
2093,1053,672205392827572224
953,338,672169685991993344
820,330,672160042234327040
1619,640,672139350159835138
2220,1052,672125275208069120
927,339,672095186491711488
882,338,672082170312290304
1199,469,672068090318987265
7932,3855,671896809300709376
1221,520,671891728106971137
3252,1279,671882082306625538
1312,609,671879137494245376
1171,508,671874878652489728
1051,451,671866342182637568
837,398,671855973984772097
6592,3186,671789708968640512
1115,456,671768281401958400
1553,831,671763349865160704
1264,709,671744970634719232
699,219,671743150407421952
1343,694,671735591348891648
7917,3990,671729906628341761
11923,6659,671561002136281088
843,193,671550332464455680
1255,541,671547767500775424
1826,958,671544874165002241
1015,518,671542985629241344
866,352,671538301157904385
1099,371,671536543010570240
948,533,671533943490011136
782,235,671528761649688577
1296,488,671520732782923777
881,272,671518598289059840
1481,646,671511350426865664
6502,3294,671504605491109889
860,416,671497587707535361
934,440,671488513339211776
537,181,671486386088865792
712,214,671485057807351808
1337,688,671390180817915904
1035,270,671362598324076544
372,144,671357843010908160
452,111,671355857343524864
881,389,671347597085433856
675,190,671186162933985280
1036,308,671182547775299584
809,313,671166507850801152
1525,1015,671163268581498880
335,74,671159727754231808
662,203,671154572044468225
618,139,671151324042559489
619,201,671147085991960577
1073,603,671141549288370177
858,370,671138694582165504
692,175,671134062904504320
3232,2307,671122204919246848
1268,714,671115716440031232
1065,400,671109016219725825
1026,265,670995969505435648
22987,7986,670842764863651840
545,178,670840546554966016
1028,638,670838202509447168
404,113,670833812859932673
675,198,670832455012716544
5124,3722,670826280409919488
717,170,670823764196741120
562,89,670822709593571328
2937,1406,670815497391357952
1050,246,670811965569282048
1082,450,670807719151067136
1826,876,670804601705242624
320,83,670803562457407488
689,213,670797304698376195
776,251,670792680469889025
612,219,670789397210615808
557,183,670786190031921152
772,351,670783437142401025
1429,704,670782429121134593
738,266,670780561024270336
311,68,670778058496974848
1009,388,670764103623966721
404,96,670755717859713024
893,470,670733412878163972
776,328,670727704916926465
1106,442,670717338665226240
725,343,670704688707301377
548,221,670691627984359425
699,257,670679630144274432
228,37,670676092097810432
9925,4574,670668383499735048
1407,679,670474236058800128
336,81,670468609693655041
907,503,670465786746662913
512,188,670452855871037440
1122,596,670449342516494336
6294,1821,670444955656130560
601,185,670442337873600512
985,473,670435821946826752
1320,592,670434127938719744
310,103,670433248821026816
1293,565,670428280563085312
488,147,670427002554466305
1218,578,670421925039075328
574,288,670420569653809152
533,300,670417414769758208
1878,818,670411370698022913
516,201,670408998013820928
397,141,670403879788544000
523,189,670385711116361728
699,248,670374371102445568
309,60,670361874861563904
399,101,670338931251150849
3626,1123,670319130621435904
406,120,670303360680108032
648,262,670290420111441920
958,306,670093938074779648
650,231,670086499208155136
2056,1121,670079681849372674
1453,720,670073503555706880
580,217,670069087419133954
702,306,670061506722140161
615,296,670055038660800512
599,159,670046952931721218
702,103,670040295598354432
551,253,670037189829525505
311,84,670003130994700288
300,75,669993076832759809
412,141,669972011175813120
282,50,669970042633789440
465,144,669942763794931712
352,87,669926384437997569
219,53,669923323644657664
743,366,669753178989142016
243,60,669749430875258880
474,82,669684865554620416
352,100,669683899023405056
329,124,669682095984410625
624,266,669680153564442624
754,391,669661792646373376
3274,1657,669625907762618368
890,335,669603084620980224
477,139,669597912108789760
1381,851,669583744538451968
404,127,669573570759163904
1479,930,669571471778410496
219,48,669567591774625800
362,110,669564461267722241
332,67,669393256313184256
1231,665,669375718304980992
456,164,669371483794317312
426,140,669367896104181761
581,209,669363888236994561
346,111,669359674819481600
2503,1170,669354382627049472
583,240,669353438988365824
403,166,669351434509529089
943,383,669328503091937280
534,112,669327207240699904
456,191,669324657376567296
1106,371,669216679721873412
402,148,669214165781868544
934,430,669203728096960512
607,285,669037058363662336
686,345,669015743032369152
540,223,669006782128353280
19428,5825,669000397445533696
408,206,668994913074286592
690,311,668992363537309700
622,303,668989615043424256
835,423,668988183816871936
509,149,668986018524233728
503,276,668981893510119424
736,317,668979806671884288
1208,530,668975677807423489
135,21,668967877119254528
654,224,668960084974809088
255,65,668955713004314625
238,52,668932921458302977
297,91,668902994700836864
370,135,668892474547511297
493,279,668872652652679168
422,147,668852170888998912
395,122,668826086256599040
516,237,668815180734689280
663,342,668779399630725120
487,202,668655139528511488
810,484,668645506898350081
810,472,668643542311546881
988,497,668641109086707712
963,454,668636665813057536
2583,1461,668633411083464705
656,294,668631377374486528
290,100,668627278264475648
351,119,668625577880875008
1309,686,668623201287675904
184,37,668620235289837568
575,294,668614819948453888
1552,978,668587383441514497
221,49,668567822092664832
476,210,668544745690562560
422,194,668542336805281792
237,64,668537837512433665
430,204,668528771708952576
301,95,668507509523615744
378,120,668496999348633600
391,215,668484198282485761
422,130,668480044826800133
816,465,668466899341221888
580,273,668297328638447616
226,29,668291999406125056
469,126,668286279830867968
763,213,668274247790391296
510,214,668268907921326080
1203,546,668256321989451776
883,432,668248472370458624
5725,2586,668237644992782336
269,92,668226093875376128
474,182,668221241640230912
520,182,668204964695683073
602,183,668190681446379520
451,173,668171859951755264
462,286,668154635664932864
538,257,668142349051129856
620,217,668113020489474048
1154,732,667937095915278337
275,97,667924896115245057
196,51,667915453470232577
453,264,667911425562669056
799,350,667902449697558528
1731,978,667886921285246976
768,428,667885044254572545
370,108,667878741721415682
579,369,667873844930215936
2818,946,667866724293877760
229,74,667861340749471744
269,57,667832474953625600
978,448,667806454573760512
301,87,667801013445750784
644,306,667793409583771648
383,225,667782464991965184
217,48,667773195014021121
404,200,667766675769573376
348,140,667728196545200128
445,289,667724302356258817
0,30,667550904950915073
0,26,667550882905632768
5331,2060,667549055577362432
316,115,667546741521195010
795,486,667544320556335104
190,60,667538891197542400
759,481,667534815156183040
433,219,667530908589760512
1573,1027,667524857454854144
344,176,667517642048163840
6315,1945,667509364010450944
504,201,667502640335572993
485,244,667495797102141441
481,206,667491009379606528
234,88,667470559035432960
178,56,667455448082227200
292,80,667453023279554560
715,528,667443425659232256
