favorite_count,retweet_count,tweet_id
8789,2089,816091915477250048
0,992,816062466425819140
0,5137,816014286006976512
4863,992,815990720817401858
22031,8251,815966073409433600
0,4048,815745968457060357
9689,2218,815736392542261248
8100,1612,815639385530101762
10197,3742,815390420867969024
7538,1246,814986499976527872
11106,2643,814638523311648768
0,5720,814578408554463233
8512,1829,814530161257443328
28317,8498,814153002265309185
0,3121,813944609378369540
9189,1826,813910438903693312
35942,13689,813812741911748608
8200,1718,813800681631023104
18386,7157,813217897535406080
9105,1785,813202720496779264
19576,4258,813187593374461952
9140,1892,813172488309972993
7663,2154,813157409116065792
8376,2346,813142292504645637
4429,436,813130366689148928
11648,3052,813127251579564032
10159,2681,813112105746448384
10426,3558,813096984823349248
9774,2737,813081950185472002
7818,1914,813066809284972545
20659,7210,813051746834595840
7442,1867,812781120811126785
6528,1414,812709060537683968
5974,1191,812503143955202048
7863,1898,812466873996607488
13470,3598,812372279581671427
7171,1375,811985624773361665
7439,1558,811744202451197953
5536,722,811647686436880384
12580,3008,811627233043480576
20653,6262,811386762094317568
5246,1404,810984652412424192
8886,1733,810896069567610880
10823,2584,810657578271330305
34751,11035,810284430598270976
14508,3309,810254108431155201
15361,3868,809920764300447744
0,4813,809808892968534016
6859,1436,809448704142938112
19650,5495,809220051211603969
13061,3464,809084759137812480
9984,2982,808838249661788160
7798,2125,808733504066486276
11159,2562,808501579447930884
41934,20450,808344865868283904
0,5806,808134635716833280
8701,2170,808106460588765185
12355,3478,808001312164028416
14411,3551,807621403335917568
116526,54355,807106840509214720
0,7205,807059379405148160
12955,3797,807010152071229440
73626,34003,806629075125202948
0,5435,806620845233815552
4832,1923,806576416489959424
10087,2320,806542213899489280
0,11425,806242860592926720
6376,1176,806219024703037440
0,5274,805958939288408065
8196,1893,805932879469572096
6482,1787,805826884734976000
0,7870,805823200554876929
5682,1633,805520635690676224
8701,2482,805487436403003392
7747,1693,805207613751304193
13519,3761,804738756058218496
6059,1975,804475857670639616
0,3172,804413760345620481
43872,15834,804026241225523202
9937,2695,803773340896923648
0,7317,803692223237865472
10808,4085,803638050916102144
7666,1850,803380650405482500
0,5224,803321560782307329
9921,2415,803276597545603072
8915,1964,802952499103731712
0,2856,802624713319034886
7022,1437,802600418706604034
8850,2474,802572683846291456
15990,5747,802323869084381190
6852,1355,802265048156610565
8986,2580,802239329049477120
0,270,802185808107208704
7668,1691,801958328846974976
1774,234,801854953262350336
8135,2037,801538201127157760
5975,805,801285448605831168
24154,5806,801167903437357056
0,3888,801127390143516673
7976,2071,801115127852503040
678,96,800859414831898624
0,1584,800855607700029440
10464,2751,800751577355128832
13007,2953,800513324630806528
9401,2145,800459316964663297
0,4243,800443802682937345
11036,2767,800388270626521089
0,3873,800188575492947969
15106,2500,800141422401830912
27999,12918,800018252395122689
0,4595,799774291445383169
8299,2125,799757965289017345
7978,1896,799422933579902976
0,5376,799308762079035393
9755,2704,799297110730567681
8001,2437,799063482566066176
12925,4385,798933969379225600
7435,1421,798925684722855936
0,6546,798705661114773508
0,7644,798701998996647937
0,6427,798697898615730177
0,4875,798694562394996736
0,2295,798686750113755136
0,4672,798682547630837760
0,5484,798673117451325440
0,3855,798665375516884993
0,1821,798644042770751489
0,1945,798628517273620480
0,5588,798585098161549313
0,5751,798576900688019456
0,3275,798340744599797760
10299,2508,798209839306514432
11446,3054,797971864723324932
14389,4807,797545162159308800
19694,6462,797236660651966464
223,26,797165961484890113
0,8787,796904159865868288
7590,1892,796865951799083009
11675,2984,796759840936919040
0,7114,796563435802726400
7485,1724,796484825502875648
10866,4075,796387464403357696
0,14052,796177847564038144
31864,14052,796149749086875649
4916,1770,796125600683540480
8977,2366,796116448414461957
8356,2269,796080075804475393
10675,3659,796031486298386433
48900,23160,795464331001561088
9908,2816,795400264262053889
15997,5359,795076730285391872
0,3325,794983741416415232
10099,2277,794926597468000259
0,10117,794355576146903043
9495,2637,794332329137291264
9130,3272,794205286408003585
16626,4813,793962221541933056
9120,1827,793845145112371200
0,3084,793614319594401792
7888,1588,793601777308463104
10541,2339,793500921481273345
24302,9023,793286476301799424
8595,2360,793271401113350145
19752,8219,793256262322548741
10386,3244,793241302385262592
9692,2838,793226087023144960
8822,2752,793210959003287553
15078,5535,793195938047070209
6859,1967,793180763617361921
9278,2742,793165685325201412
6111,1672,793150605191548928
6322,2463,793135492858580992
12499,3853,793120401413079041
14135,3912,792913359805018113
11156,4197,792883833364439040
7273,1653,792773781206999040
13254,4236,792394556390137856
7057,1757,792050063153438720
0,20747,791821351946420224
0,9401,791784077045166082
0,3756,791780927877898241
44554,21816,791774931465953280
11601,3084,791672322847637504
12993,4048,791406955684368384
8649,2493,791312159183634433
0,4026,791026214425268224
9697,2097,790987426131050500
16471,4606,790946055508652032
0,2267,790723298204217344
8104,1890,790698755171364864
20400,6995,790581949425475584
7734,1855,790337589677002753
12408,3121,790277117346975746
0,3497,790227638568808452
9137,2267,789986466051088384
0,4033,789960241177853952
10210,4069,789903600034189313
7389,1732,789628658055020548
6656,1887,789599242079838210
11577,3325,789530877013393408
8529,2254,789314372632018944
0,4840,789280767834746880
8996,2565,789268448748703744
9583,2743,789137962068021249
27092,12276,788908386943430656
26984,10117,788765914992902144
0,7026,788552643979468800
15334,5172,788412144018661376
7143,2059,788178268662984705
6035,1254,788150585577050112
0,3373,788070120937619456
6047,1287,788039637453406209
8508,2992,787810552592695296
10130,2725,787717603741622272
10751,2799,787397959788929025
7688,1708,787322443945877504
0,6630,787111942498508800
26279,7828,786963064373534720
0,2387,786729988674449408
18028,6015,786709082849828864
10451,2491,786664955043049472
9343,3077,786595970293370880
10745,3409,786363235746385920
7867,2781,786286427768250368
15025,4619,786233965241827333
1405,154,786051337297522688
0,6851,786036967502913536
11229,3130,785927819176054784
6615,1766,785872687017132033
7763,2197,785639753186217984
8968,1953,785533386513321988
6030,1229,785515384317313025
7166,1594,785264754247995392
11857,4724,785170936622350336
9956,3172,784826020293709826
8855,2476,784517518371221505
5655,1247,784431430411685888
19743,7870,784183165795655680
29305,10865,784057939640352768
29536,10582,783839966405230592
7264,1923,783821107061198850
10312,3149,783695101801398276
8321,2186,783466772167098368
16654,5347,783391753726550016
0,5424,783347506784731136
28667,11425,783334639985389568
8042,2149,783085703974514689
23781,7205,782969140009107456
7359,1384,782747134529531904
16996,5274,782722598790725632
7683,1835,782598640137187329
16392,5422,782305867769217024
0,6067,782021823840026624
10969,3298,781955203444699136
10275,2658,781661882474196992
3932,1106,781655249211752448
20436,5435,781524693396357120
7026,2501,781308096455073793
8279,2029,781251288990355457
9641,2696,781163403222056960
21257,7114,780931614150983680
7085,1961,780858289093574656
5391,1264,780800785462489090
11898,3288,780601303617732608
6193,1705,780543529827336192
0,3580,780496263422808064
0,109,780476555013349377
5199,1048,780459368902959104
8552,2190,780192070812196864
0,2242,780092040432480260
11921,4831,780074436359819264
18546,6851,779834332596887552
8614,3035,779377524342161408
0,17846,779124354206535695
14492,4415,779056095788752897
19583,7002,778990705243029504
0,9639,778774459159379968
848,354,778764940568104960
6761,1274,778748913645780993
5650,1464,778650543019483137
4527,989,778624900596654080
13362,4205,778408200802557953
0,11911,778396591732486144
5714,1069,778383385161035776
10186,3216,778286810187399168
8339,2575,778039087836069888
6435,1565,778027034220126208
0,3439,777953400541634568
6239,1588,777885040357281792
11021,2856,777684233540206592
0,4121,777641927919427584
8566,2450,777621514455814149
13969,4201,777189768882946048
0,13350,776819012571455488
4793,1178,776813020089548800
8644,2701,776477788987613185
0,8882,776249906839351296
29266,15427,776218204058357768
9394,2452,776201521193218049
11534,4243,776113305656188928
1800,147,776088319444877312
0,16341,775898661951791106
11471,2587,775842724423557120
13617,3888,775733305207554048
12751,4490,775729183532220416
7236,2877,775364825476165632
9953,3808,775350846108426240
15224,4595,775085132600442880
8433,1737,774757898236878852
6599,1685,774639387460112384
21334,5376,774314403806253056
10520,3759,773985732834758656
6276,1706,773922284943896577
6467,1579,773704687002451968
5240,1280,773670353721753600
21655,5977,773547596996571136
0,4915,773336787167145985
22825,7273,773308824254029826
9266,3169,773247561583001600
9793,4024,773191612633579521
8370,3770,772877495989305348
7867,2298,772826264096874500
0,3294,772615324260794368
6348,1657,772581559778025472
5884,1345,772193107915964416
3732,1104,772152991789019136
3688,720,772117678702071809
2674,458,772114945936949249
3921,911,772102971039580160
6426,1832,771908950375665664
11730,3275,771770456517009408
8099,2544,771500966810099713
10272,4915,771380798096281600
0,7233,771171053431250945
8946,2844,771136648247640064
6095,1398,771102124360998913
6736,1607,771014301343748096
4820,1168,770787852854652928
5072,1379,770772759874076672
7190,1735,770655142660169732
6198,2040,770414278348247044
6089,1425,770293558247038976
0,2958,770093767776997377
7425,2232,770069151037685760
30562,9270,769940425801170949
6284,1638,769695466921623552
0,7512,769335591808995329
5270,1664,769212283578875904
13967,6313,768970937022709760
0,2599,768909767477751808
4090,863,768855141948723200
4016,1161,768609597686943744
4923,1243,768596291618299904
0,5672,768554158521745409
13307,3311,768473857036525572
10626,3439,768193404517830656
4647,1338,767884188863397888
15632,5224,767754930266464257
7337,2274,767500508068192258
12020,3645,767191397493538821
9948,2774,767122157629476866
0,5457,766864461642756096
4926,1322,766793450729734144
2547,365,766714921925144576
3920,774,766693177336135680
5870,1532,766423258543644672
6637,1823,766313316352462849
0,2544,766078092750233600
4124,822,766069199026450432
3662,483,766008592277377025
7067,2102,765719909049503744
5070,1201,765669560888528897
26082,3297,765395769549590528
6904,2104,765371061932261376
11372,3294,765222098633691136
6306,1726,764857477905154048
5872,1462,764259802650378240
747,53,763956972077010945
12242,4026,763837565564780549
5246,1432,763183847194451968
0,2917,763167063695355904
7202,2240,763103485927849985
11832,3497,762699858130116608
10954,6216,762471784394268675
10043,4033,762464539388485633
4678,1081,762316489655476224
31026,15051,762035686371364864
5268,1937,761976711479193600
0,3793,761750502866649088
4168,835,761745352076779520
48171,28156,761672994376806400
4027,1157,761599872357261312
0,17505,761371037149827077
5060,1410,761334018830917632
4377,1054,761292947749015552
5202,1516,761227390836215808
11068,3373,761004547850530816
3722,942,760893934457552897
6426,1846,760656994973933572
4853,1253,760641137271070720
7382,3513,760539183865880579
4102,1353,760521673607086080
26130,11116,760290219849637889
3853,846,760252756032651264
5553,1741,760190180481531904
0,30,760153949710192640
5790,2017,759943073749200896
14313,5457,759923798737051648
6567,1906,759846353224826880
5798,1848,759793422261743616
4560,1156,759557299618865152
8281,2387,759447681597108224
1629,470,759446261539934208
5931,1885,759197388317847553
0,1123,759159934323924993
14128,4022,759099523532779520
6311,1938,759047813560868866
3461,874,758854675097526272
10917,3726,758828659922702336
5587,1571,758740312047005698
3699,962,758474966123810816
4666,2145,758467244762497024
5067,1847,758405701903519748
3290,1025,758355060040593408
18522,9639,758099635764359168
2627,361,758041019896193024
6687,3159,757741869644341248
0,7648,757729163776290825
4418,1173,757725642876129280
4451,1062,757611664640446465
0,291,757597904299253760
4225,1022,757596066325864448
14735,6620,757400162377592832
5654,1680,757393109802180609
4394,1371,757354760399941633
6116,1918,756998049151549440
6456,1937,756939218950160384
4905,1254,756651752796094464
10135,3465,756526248105566208
3833,1073,756303284449767430
42882,17146,756288534030475264
6213,1483,756275833623502848
7104,2775,755955933503782912
15994,5173,755206590534418437
20605,10729,755110668769038337
0,7640,754874841593970688
6706,2424,754856583969079297
2519,502,754747087846248448
5139,1885,754482103782404096
3641,710,754449512966619136
7677,2273,754120377874386944
5679,2102,753655901052166144
7662,3429,753420520834629632
5584,1836,753398408988139520
7429,2242,753375668877008896
0,5488,753298634498793472
3267,1006,753294487569522689
36035,20162,753039830821511168
3811,926,753026973505581056
12246,6630,752932432744185856
6741,1515,752917284578922496
0,2768,752701944171524096
5843,1539,752682090207055872
4254,1505,752660715232722944
5322,2195,752568224206688256
7162,3334,752519690950500352
3712,1062,752334515931054080
0,15645,752309394570878976
5791,1768,752173152931807232
2976,880,751950017322246144
5048,1268,751937170840121344
5663,1880,751830394383790080
5641,2798,751793661361422336
7717,2942,751598357617971201
4268,1058,751583847268179968
4899,1212,751538714308972544
3118,972,751456908746354688
12143,5670,751251247299190784
6139,1750,751205363882532864
4927,1258,751132876104687617
4640,1315,750868782890057730
12781,4840,750719632563142656
4316,1111,750506206503038976
12794,4121,750429297815552001
4420,1102,750383411068534784
676,27,750381685133418496
3010,926,750147208377409536
3501,1242,750132105863102464
4207,1267,750117059602808832
2951,813,750101899009982464
2107,515,750086836815486976
7585,3203,750071704093859840
3065,867,750056684286914561
3072,588,750041628174217216
2640,758,750026558547456000
3136,870,750011400160841729
2965,788,749996283729883136
4951,2381,749981277374128128
4534,1276,749774190421639168
5923,1582,749417653287129088
2530,510,749403093750648834
8303,3304,749395845976588288
5322,2158,749317047558017024
5584,1996,749075273010798592
4661,1474,749064354620928000
2999,768,749036806121881602
10449,3273,748977405889503236
5624,2169,748932637671223296
2694,918,748705597323898880
4602,1529,748699167502000129
4117,1291,748692773788876800
5883,1916,748575535303884801
2141,649,748568946752774144
5064,1190,748346686624440324
7370,3952,748337862848962560
3576,728,748324050481647620
3583,691,748307329658011649
13688,7471,748220828303695873
5600,2064,747963614829678593
6412,2455,747933425676525569
2843,932,747885874273214464
2733,720,747844099428986880
4691,1122,747816857231626240
1329,147,747651430853525504
12473,5608,747648653817413632
2261,540,747600769478692864
3560,1007,747594051852075008
5348,1551,747512671126323200
3753,1005,747461612269887489
5244,1839,747439450712596480
0,2791,747242308580548608
5098,1506,747219827526344708
3254,874,747204161125646336
9250,3808,747103485104099331
2808,284,746906459439529985
5796,2051,746872823977771008
5142,1678,746818907684614144
4712,1532,746790600704425984
9261,3756,746757706116112384
5863,1729,746726898085036033
4882,1822,746542875601690625
0,946,746521445350707200
4516,1046,746507379341139972
5996,1569,746369468511756288
6671,2106,746131877086527488
3456,784,746056683365994496
3876,1021,745789745784041472
6780,2233,745712589599014916
6848,2450,745433870967832576
8289,2327,745422732645535745
6907,2635,745314880350101504
7576,3348,745074613265149952
7005,2157,745057283344719872
2871,590,744995568523612160
7617,2578,744971049620602880
5415,1500,744709971296780288
6551,2018,744334592493166593
150932,74546,744234799360020481
1603,347,744223424764059648
4038,1053,743980027717509120
3538,929,743895849529389061
0,1984,743835915802583040
4326,1335,743609206067040256
17710,6269,743595368194129920
3418,906,743545585370791937
7676,3579,743510151680958465
4102,1176,743253157753532416
5994,1837,743222593470234624
3713,1311,743210557239623680
6821,3428,742534281772302336
4266,1879,742528092657332225
7014,3763,742465774154047488
9492,3580,742423170473463808
6572,1878,742385895052087300
4160,1307,742161199639494656
4933,1482,742150209887731712
4396,1442,741793263812808706
7877,2632,741743634094141440
3566,785,741438259667034112
8475,3074,741303864243200000
9638,5291,741099773336379392
9210,2958,741067306818797568
6126,2605,740995100998766593
3284,900,740711788199743490
2753,747,740699697422163968
17530,6545,740676976021798912
33788,12758,740373189193256964
2370,412,740365076218183684
3172,824,740359016048689152
6457,1880,740214038584557568
19251,5672,739979191639244800
3920,1035,739932936087216128
3668,822,739844404073074688
3632,1303,739623569819336705
5209,1588,739606147276148736
38036,20278,739544079319588864
6885,2797,739485634323156992
111618,55543,739238157791694849
102,6,738891149612572673
3643,1099,738885046782832640
3188,757,738883359779196928
4906,1470,738537504001953792
3147,790,738402415918125056
4173,1164,738184450748633089
8437,3195,738166403467907072
2410,617,738156290900254721
5078,1694,737826014890496000
9644,3317,737800304142471168
4849,1259,737678689543020544
9852,4255,737445876994609152
3469,776,737322739594330112
14108,7099,737310737551491075
4085,1649,736736130620620800
17036,7026,736392552031657984
3835,1189,736365877722001409
7805,2667,736225175608430592
7590,2846,736010884653420544
3451,1097,735991953473572864
3890,1055,735648611367784448
5941,2253,735635087207878657
12554,4795,735274964362878976
3206,841,735256018284875776
3013,932,735137028879360001
2645,509,734912297295085568
12070,6025,734787690684657664
2409,509,734776360183431168
1435,379,734559631394082816
3448,749,733828123016450049
3538,980,733822306246479872
3001,906,733482008106668032
4024,1212,733460102733135873
51422,16341,733109485275860992
2340,513,732732193018155009
3426,853,732726085725589504
3519,747,732585889486888962
7778,2396,732375214819057664
14302,5137,732005617171337216
3370,955,731285275100512256
